triangle_id,point_ids,center_kBT,center_J_A,circumradius_norm,topology_labels,contains_z2_change,bulk_gap_min,pfaffian_margin_min
10,5616;7137;1130,0.2551111111111111,0.9098333333333336,0.9729765998045428,topological,False,0.0031054732105451907,0.01885720107727673
8,5260;5616;1130,0.2504444444444444,0.9142500000000003,0.9454460954927931,topological,False,0.003146955563661354,0.023672183988431378
7,5260;1130;7286,0.24577777777777776,0.9186666666666667,0.9184023768721753,topological,False,0.0007553498018528549,0.029026623690224407
268,1130;710;7286,0.13766666666666663,1.2190000000000003,0.8902116065184341,topological,False,0.0007553498018528549,0.034970658214317635
1705,710;1611;7286,0.1392222222222222,1.20575,0.8646305849410594,topological,False,0.0007553498018528549,0.034970658214317635
1704,1611;6730;7286,0.14077777777777775,1.1925000000000001,0.8395194450564425,topological,False,0.0007553498018528549,0.034970658214317635
27,6730;1719;7286,0.14466666666666664,1.1615833333333336,0.8243223167030986,topological,False,0.0007553498018528549,0.034970658214317635
3,1719;6689;7286,0.15166666666666662,1.1107916666666668,0.7982999278368217,topological,False,0.0007553498018528549,0.034970658214317635
393,2441;4172;5394,0.399,0.5609166666666666,0.7732880078446284,topological;trivial,True,6.559718160225663e-05,0.0080576679592409
264,6689;1320;7286,0.24966666666666662,0.8524166666666666,0.7623086525110556,topological,False,0.0007553498018528549,0.034970658214317635
476,7088;1320;6689,0.24344444444444444,0.8568333333333333,0.7277619987561421,topological,False,0.00497835044963382,0.0393868791834254
